Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source,Purpose Description,Source Description,Importer Country Name,Exporter Country Name
2017,II,Phaethornis hispidus,Aves,Apodiformes,Trochilidae,Phaethornis,US,PE,,,13.0,specimens,,S,W,Scientific,Specimens taken from the wild.,United States of America,Peru
2017,II,Phaethornis malaris,Aves,Apodiformes,Trochilidae,Phaethornis,US,PE,,,43.0,specimens,,S,W,Scientific,Specimens taken from the wild.,United States of America,Peru
2017,II,Phaethornis ruber,Aves,Apodiformes,Trochilidae,Phaethornis,US,PE,,,3.0,specimens,,S,W,Scientific,Specimens taken from the wild.,United States of America,Peru
2017,II,Thalurania furcata,Aves,Apodiformes,Trochilidae,Thalurania,US,PE,,,22.0,specimens,,S,W,Scientific,Specimens taken from the wild.,United States of America,Peru
2017,II,Threnetes niger,Aves,Apodiformes,Trochilidae,Threnetes,US,PE,,,16.0,specimens,,S,W,Scientific,Specimens taken from the wild.,United States of America,Peru
2017,II,Lama guanicoe,Mammalia,Artiodactyla,Camelidae,Lama,US,PE,AR,,1.0,garments,,T,W,Commercial,Specimens taken from the wild.,United States of America,Peru
2017,II,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,US,PE,,,10.0,garments,,T,W,Commercial,Specimens taken from the wild.,United States of America,Peru
2017,II,Spizaetus tyrannus,Aves,Falconiformes,Accipitridae,Spizaetus,US,PE,,,1.0,live,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",United States of America,Peru
2017,II,Dracaena guianensis,Reptilia,Sauria,Teiidae,Dracaena,US,PE,,,100.0,live,,T,F,Commercial,"Animals born in captivity (F1 or subsequent generations) that do not fulfil the definition of 'bred in captivity' in Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof.",United States of America,Peru
2017,II,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,IT,PE,,,943.3510000000001,hair,kg,T,W,Commercial,Specimens taken from the wild.,Italy,Peru
2017,II,Pecari tajacu,Mammalia,Artiodactyla,Tayassuidae,Pecari,IT,PE,,,2350.0,skins,,T,W,Commercial,Specimens taken from the wild.,Italy,Peru
2017,II,Tayassu pecari,Mammalia,Artiodactyla,Tayassuidae,Tayassu,IT,PE,,,359.0,skins,,T,W,Commercial,Specimens taken from the wild.,Italy,Peru
2017,II,Tayassu pecari,Mammalia,Artiodactyla,Tayassuidae,Tayassu,DE,PE,,,69.0,skins,,T,W,Commercial,Specimens taken from the wild.,Germany,Peru
