Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source,Purpose Description,Source Description,Importer Country Name,Exporter Country Name
2017,II,Pulsatrix perspicillata,Aves,Strigiformes,Strigidae,Pulsatrix,JP,PE,,,6.0,live,,T,F,Commercial,"Animals born in captivity (F1 or subsequent generations) that do not fulfil the definition of 'bred in captivity' in Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof.",Japan,Peru
2017,III,Sarcoramphus papa,Aves,Falconiformes,Cathartidae,Sarcoramphus,JP,PE,,,2.0,live,,T,F,Commercial,"Animals born in captivity (F1 or subsequent generations) that do not fulfil the definition of 'bred in captivity' in Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof.",Japan,Peru
2017,II,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,GB,PE,,,3.0,garments,,T,W,Commercial,Specimens taken from the wild.,United Kingdom,Peru
2017,II,Dracaena guianensis,Reptilia,Sauria,Teiidae,Dracaena,MY,PE,,,25.0,live,,T,F,Commercial,"Animals born in captivity (F1 or subsequent generations) that do not fulfil the definition of 'bred in captivity' in Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof.",Malaysia,Peru
2017,II,Pecari tajacu,Mammalia,Artiodactyla,Tayassuidae,Pecari,AU,PE,,,72.0,garments,,T,W,Commercial,Specimens taken from the wild.,Australia,Peru
2017,II,Gardineroseris planulata,Anthozoa,Scleractinia,Agariciidae,Gardineroseris,US,CO,,,1.0,specimens,,S,W,Scientific,Specimens taken from the wild.,United States of America,Colombia
2017,II,Pavona clavus,Anthozoa,Scleractinia,Agariciidae,Pavona,US,CO,,,15.0,specimens,,S,W,Scientific,Specimens taken from the wild.,United States of America,Colombia
2017,II,Pavona varians,Anthozoa,Scleractinia,Agariciidae,Pavona,US,CO,,,11.0,specimens,,S,W,Scientific,Specimens taken from the wild.,United States of America,Colombia
2017,II,Pocillopora spp.,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,US,CO,,,216.0,specimens,,S,W,Scientific,Specimens taken from the wild.,United States of America,Colombia
2017,II,Psammocora stellata,Anthozoa,Scleractinia,Siderastreidae,Psammocora,US,CO,,,13.0,specimens,,S,W,Scientific,Specimens taken from the wild.,United States of America,Colombia
2017,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,CO,ID,,57.0,leather products (small),,T,W,Commercial,Specimens taken from the wild.,United States of America,Colombia
2017,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,CO,ID,,8.0,leather products (small),,T,W,Commercial,Specimens taken from the wild.,United States of America,Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CO,,,468.0,leather products (small),,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",United States of America,Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CO,,,3515.0,skins,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",United States of America,Colombia
2017,II,Boa constrictor,Reptilia,Serpentes,Boidae,Boa,US,CO,,,753.0,live,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",United States of America,Colombia
2017,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,CO,VN,,7.0,leather products (small),,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",United States of America,Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,ES,CO,CO,,126.0,leather products (small),,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Spain,Colombia
2017,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CO,,,231.0,skins,,T,D,Commercial,"Appendix-I animals bred in captivity for commercial purposes in operations included in the Secretariat's Register, in accordance with Resolution Conf. 12.10 (Rev. CoP15), and Appendix-I plants artificially propagated for commercial purposes, as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 4, of the Convention.",Italy,Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,CO,,,1142.0,skins,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Italy,Colombia
2017,II,Oophaga histrionica,Amphibia,Anura,Dendrobatidae,Oophaga,DE,CO,,,16.0,live,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Germany,Colombia
2017,II,Oophaga lehmanni,Amphibia,Anura,Dendrobatidae,Oophaga,DE,CO,,,8.0,live,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Germany,Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,CN,CO,,,324.0,skins,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",China,Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,TH,CO,,,190.0,skins,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Thailand,Colombia
2017,II,Tillandsia harrisii,,Bromeliales,Bromeliaceae,Tillandsia,JP,CO,,,180.0,live,,T,A,Commercial,"Plants that are artificially propagated in accordance with Resolution Conf. 11.11 (Rev. CoP15), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention (specimens of species included in Appendix I that have been propagated artificially for non-commercial purposes and specimens of species included in Appendices II and III).",Japan,Colombia
2017,II,Tillandsia xerographica,,Bromeliales,Bromeliaceae,Tillandsia,JP,CO,,,346.0,live,,T,A,Commercial,"Plants that are artificially propagated in accordance with Resolution Conf. 11.11 (Rev. CoP15), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention (specimens of species included in Appendix I that have been propagated artificially for non-commercial purposes and specimens of species included in Appendices II and III).",Japan,Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,MX,CO,,,22531.0,skins,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Mexico,Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,MX,CO,,,350.0,tails,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Mexico,Colombia
2017,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,CO,ID,,6.0,leather products (small),,T,W,Commercial,Specimens taken from the wild.,United Kingdom,Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,GB,CO,,,137.0,leather products (small),,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",United Kingdom,Colombia
2017,II,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,AE,CO,ID,,3.0,leather products (small),,T,W,Commercial,Specimens taken from the wild.,United Arab Emirates,Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,AE,CO,,,47.0,leather products (small),,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",United Arab Emirates,Colombia
2017,II,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,TR,CO,ID,,1.0,leather products (small),,T,W,Commercial,Specimens taken from the wild.,Turkey,Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,TR,CO,,,31.0,leather products (small),,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Turkey,Colombia
2017,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,TR,CO,VN,,15.0,leather products (small),,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Turkey,Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,FR,CO,,,930.0,skins,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",France,Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,SG,CO,,,7000.0,skins,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Singapore,Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,CA,CO,,,135.0,leather products (small),,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Canada,Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,KP,CO,,,87.0,leather products (small),,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Korea (North),Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,KP,CO,,,4600.0,skins,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Korea (North),Colombia
2017,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,LB,CO,,,50.0,leather products (small),,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Lebanon,Colombia
2017,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,LB,CO,VN,,10.0,leather products (small),,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Lebanon,Colombia
2017,II,Aonyx capensis,Mammalia,Carnivora,Mustelidae,Aonyx,US,MW,,,23.0,specimens,,S,W,Scientific,Specimens taken from the wild.,United States of America,Malawi
2017,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,MW,,,34.8,specimens,l,S,W,Scientific,Specimens taken from the wild.,South Africa,Malawi
2017,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,MW,,,20.0,specimens,ml,S,W,Scientific,Specimens taken from the wild.,South Africa,Malawi
2017,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,MW,,,120.0,specimens,,S,W,Scientific,Specimens taken from the wild.,South Africa,Malawi
2017,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,MW,,,5035.0,skins,,T,R,Commercial,"Ranched specimens: specimens of animals reared in a controlled environment, taken as eggs or juveniles from the wild, where they would otherwise have had a very low probability of surviving to adulthood.",Italy,Malawi
2017,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ZW,MW,,,414.0,skins,,T,W,Commercial,Specimens taken from the wild.,Zimbabwe,Malawi
2017,II,Chamaeleo dilepis,Reptilia,Sauria,Chamaeleonidae,Chamaeleo,US,CD,,,50.0,live,,T,W,Commercial,Specimens taken from the wild.,United States of America,"Congo, (Kinshasa)"
2017,II,Pandinus dictator,Arachnida,Scorpiones,Scorpionidae,Pandinus,US,CD,,,3050.0,live,,T,W,Commercial,Specimens taken from the wild.,United States of America,"Congo, (Kinshasa)"
2017,II,Cycloderma aubryi,Reptilia,Testudines,Trionychidae,Cycloderma,US,CD,,,50.0,live,,T,W,Commercial,Specimens taken from the wild.,United States of America,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,ES,CD,,,37.84,logs,m3,T,W,Commercial,Specimens taken from the wild.,Spain,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,IT,CD,,,147.56,logs,m3,T,W,Commercial,Specimens taken from the wild.,Italy,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,IT,CD,,,280.053,sawn wood,m3,T,W,Commercial,Specimens taken from the wild.,Italy,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,CZ,CD,,,18.02,logs,m3,T,W,Commercial,Specimens taken from the wild.,Czech Republic,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,BE,CD,,,333.97,logs,m3,T,W,Commercial,Specimens taken from the wild.,Belgium,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,BE,CD,,,2675.0409999999997,sawn wood,m3,T,W,Commercial,Specimens taken from the wild.,Belgium,"Congo, (Kinshasa)"
2017,II,Prunus africana,,Rosales,Rosaceae,Prunus,BE,CD,,,45.0,bark,kg,T,W,Commercial,Specimens taken from the wild.,Belgium,"Congo, (Kinshasa)"
2017,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CN,CD,,,2.0,trophies,,T,W,Commercial,Specimens taken from the wild.,China,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,CN,CD,,,10031.206,logs,m3,T,W,Commercial,Specimens taken from the wild.,China,"Congo, (Kinshasa)"
2017,II,Poicephalus gulielmi,Aves,Psittaciformes,Psittacidae,Poicephalus,CN,CD,,,300.0,live,,T,W,Commercial,Specimens taken from the wild.,China,"Congo, (Kinshasa)"
2017,II,Stephanoaetus coronatus,Aves,Falconiformes,Accipitridae,Stephanoaetus,TH,CD,,,8.0,live,,T,W,Commercial,Specimens taken from the wild.,Thailand,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,TH,CD,,,42.14,logs,m3,T,W,Commercial,Specimens taken from the wild.,Thailand,"Congo, (Kinshasa)"
2017,II,Poicephalus gulielmi,Aves,Psittaciformes,Psittacidae,Poicephalus,TH,CD,,,450.0,live,,T,W,Commercial,Specimens taken from the wild.,Thailand,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,JP,CD,,,63.582,logs,m3,T,W,Commercial,Specimens taken from the wild.,Japan,"Congo, (Kinshasa)"
2017,II,Chamaeleo spp.,Reptilia,Sauria,Chamaeleonidae,Chamaeleo,UA,CD,,,3.0,live,,T,W,Commercial,Specimens taken from the wild.,Ukraine,"Congo, (Kinshasa)"
2017,II,Perodicticus potto,Mammalia,Primates,Lorisidae,Perodicticus,UA,CD,,,130.0,live,,T,W,Commercial,Specimens taken from the wild.,Ukraine,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,AE,CD,,,324.69,logs,m3,T,W,Commercial,Specimens taken from the wild.,United Arab Emirates,"Congo, (Kinshasa)"
2017,II,Guibourtia demeusei,,Fabales,Leguminosae,Guibourtia,VN,CD,,,302.795,logs,m3,T,W,Commercial,Specimens taken from the wild.,Viet Nam,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,VN,CD,,,5951.485,logs,m3,T,W,Commercial,Specimens taken from the wild.,Viet Nam,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,EG,CD,,,43.542,sawn wood,m3,T,W,Commercial,Specimens taken from the wild.,Egypt,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,FR,CD,,,13.048,logs,m3,T,W,Commercial,Specimens taken from the wild.,France,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,IN,CD,,,769.3760000000001,logs,m3,T,W,Commercial,Specimens taken from the wild.,India,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,KR,CD,,,61.413000000000004,logs,m3,T,W,Commercial,Specimens taken from the wild.,Korea (South),"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,KW,CD,,,152.815,sawn wood,m3,T,W,Commercial,Specimens taken from the wild.,Kuwait,"Congo, (Kinshasa)"
2017,II,Poicephalus gulielmi,Aves,Psittaciformes,Psittacidae,Poicephalus,KW,CD,,,200.0,live,,T,W,Commercial,Specimens taken from the wild.,Kuwait,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,MY,CD,,,368.225,sawn wood,m3,T,W,Commercial,Specimens taken from the wild.,Malaysia,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,PK,CD,,,325.649,logs,m3,T,W,Commercial,Specimens taken from the wild.,Pakistan,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,PT,CD,,,172.998,logs,m3,T,W,Commercial,Specimens taken from the wild.,Portugal,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,PT,CD,,,246.09,sawn wood,m3,T,W,Commercial,Specimens taken from the wild.,Portugal,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,SA,CD,,,46.55,sawn wood,m3,T,W,Commercial,Specimens taken from the wild.,Saudi Arabia,"Congo, (Kinshasa)"
2017,II,Poicephalus gulielmi,Aves,Psittaciformes,Psittacidae,Poicephalus,SA,CD,,,900.0,live,,T,W,Commercial,Specimens taken from the wild.,Saudi Arabia,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,SL,CD,,,21.592,logs,m3,T,W,Commercial,Specimens taken from the wild.,Sierra Leone,"Congo, (Kinshasa)"
2017,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,TW,CD,,,2009.755,logs,m3,T,W,Commercial,Specimens taken from the wild.,"Taiwan, Republic of China","Congo, (Kinshasa)"
2017,II,Poicephalus gulielmi,Aves,Psittaciformes,Psittacidae,Poicephalus,SG,CD,,,300.0,live,,T,W,Commercial,Specimens taken from the wild.,Singapore,"Congo, (Kinshasa)"
2017,II,Cercopithecus mitis,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,ET,,,3.0,trophies,,H,W,Hunting trophy,Specimens taken from the wild.,United States of America,Ethiopia
2017,II,Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,US,ET,,,10.0,trophies,,H,W,Hunting trophy,Specimens taken from the wild.,United States of America,Ethiopia
2017,II,Papio anubis,Mammalia,Primates,Cercopithecidae,Papio,US,ET,,,1.0,trophies,,H,W,Hunting trophy,Specimens taken from the wild.,United States of America,Ethiopia
2017,II,Papio hamadryas,Mammalia,Primates,Cercopithecidae,Papio,US,ET,,,13.0,trophies,,H,W,Hunting trophy,Specimens taken from the wild.,United States of America,Ethiopia
2017,II,Theropithecus gelada,Mammalia,Primates,Cercopithecidae,Theropithecus,US,ET,,,5.0,trophies,,H,W,Hunting trophy,Specimens taken from the wild.,United States of America,Ethiopia
2017,II,Caracal caracal,Mammalia,Carnivora,Felidae,Caracal,US,ET,,,1.0,trophies,,H,W,Hunting trophy,Specimens taken from the wild.,United States of America,Ethiopia
2017,II,Felis silvestris,Mammalia,Carnivora,Felidae,Felis,US,ET,,,4.0,trophies,,H,W,Hunting trophy,Specimens taken from the wild.,United States of America,Ethiopia
2017,III,Canis aureus,Mammalia,Carnivora,Canidae,Canis,US,ET,,,7.0,trophies,,H,W,Hunting trophy,Specimens taken from the wild.,United States of America,Ethiopia
2017,II,Papio anubis,Mammalia,Primates,Cercopithecidae,Papio,ZA,ET,,,1.0,skulls,,H,W,Hunting trophy,Specimens taken from the wild.,South Africa,Ethiopia
2017,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,ET,,,4.0,skins,,T,R,Commercial,"Ranched specimens: specimens of animals reared in a controlled environment, taken as eggs or juveniles from the wild, where they would otherwise have had a very low probability of surviving to adulthood.",Italy,Ethiopia
2017,II,Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,DE,ET,,,1.0,trophies,,H,W,Hunting trophy,Specimens taken from the wild.,Germany,Ethiopia
2017,III,Canis aureus,Mammalia,Carnivora,Canidae,Canis,DE,ET,,,1.0,skins,,H,W,Hunting trophy,Specimens taken from the wild.,Germany,Ethiopia
2017,II,Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,BE,ET,,,1.0,trophies,,H,W,Hunting trophy,Specimens taken from the wild.,Belgium,Ethiopia
2017,II,Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,CN,ET,,,150.0,live,,T,W,Commercial,Specimens taken from the wild.,China,Ethiopia
2017,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,CN,ET,,,47.0,live,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",China,Ethiopia
2017,II,Felis silvestris,Mammalia,Carnivora,Felidae,Felis,MX,ET,,,1.0,trophies,,H,W,Hunting trophy,Specimens taken from the wild.,Mexico,Ethiopia
2017,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,FR,ET,,,635.1,musk,kg,T,R,Commercial,"Ranched specimens: specimens of animals reared in a controlled environment, taken as eggs or juveniles from the wild, where they would otherwise have had a very low probability of surviving to adulthood.",France,Ethiopia
2017,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,KR,ET,,,480.0,musk,kg,T,R,Commercial,"Ranched specimens: specimens of animals reared in a controlled environment, taken as eggs or juveniles from the wild, where they would otherwise have had a very low probability of surviving to adulthood.",Korea (South),Ethiopia
2017,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,TW,ET,,,100.0,live,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.","Taiwan, Republic of China",Ethiopia
2017,II,Papio hamadryas,Mammalia,Primates,Cercopithecidae,Papio,CA,ET,,,1.0,trophies,,H,W,Hunting trophy,Specimens taken from the wild.,Canada,Ethiopia
2017,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ES,MO,ZW,,1.0,leather products (small),,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Spain,"Macao, SAR China"
2017,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CH,MO,US,,2.0,leather products (small),,T,W,Commercial,Specimens taken from the wild.,Switzerland,"Macao, SAR China"
2017,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,JP,MO,US,,2.0,leather products (small),,T,W,Commercial,Specimens taken from the wild.,Japan,"Macao, SAR China"
2017,II,Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,Arctocephalus,CZ,AO,,,3.0,live,,S,W,Scientific,Specimens taken from the wild.,Czech Republic,Angola
2017,II,Rhipsalis spp.,,Caryophyllales,Cactaceae,Rhipsalis,DE,AO,,,1.0,specimens,,S,W,Scientific,Specimens taken from the wild.,Germany,Angola
2017,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,DE,AO,,,3.0,specimens,,S,W,Scientific,Specimens taken from the wild.,Germany,Angola
2017,II,Zamiaceae spp.,,Cycadales,Zamiaceae,,DE,AO,,,2.0,specimens,,S,W,Scientific,Specimens taken from the wild.,Germany,Angola
2017,II,Scleractinia spp.,Anthozoa,Scleractinia,,,DE,AO,,,50.0,raw corals,kg,S,W,Scientific,Specimens taken from the wild.,Germany,Angola
2017,II,Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,Arctocephalus,CN,AO,,,223.0,live,,T,W,Commercial,Specimens taken from the wild.,China,Angola
2017,II,Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,Arctocephalus,CN,AO,,,90.0,live,,Z,W,Zoo,Specimens taken from the wild.,China,Angola
2017,II,Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,Arctocephalus,RS,AO,,,3.0,live,,T,W,Commercial,Specimens taken from the wild.,Serbia,Angola
2017,II,Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,Arctocephalus,TR,AO,,,18.0,live,,Z,W,Zoo,Specimens taken from the wild.,Turkey,Angola
2017,II,Hominidae spp.,Mammalia,Primates,Hominidae,,CG,AO,,,1.0,live,,Z,I,Zoo,Confiscated or seized specimens,Congo (Brazzaville),Angola
2017,II,Hominidae spp.,Mammalia,Primates,Hominidae,,ZM,AO,,,1.0,live,,Z,I,Zoo,Confiscated or seized specimens,Zambia,Angola
2017,II,Porites spp.,Anthozoa,Scleractinia,Poritidae,Porites,CR,US,,40.0,,specimens,,S,W,Scientific,Specimens taken from the wild.,Costa Rica,United States of America
2017,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,CR,US,,1.0,,live,,T,C,Commercial,"Animals bred in captivity in accordance with Resolution Conf. 10.16 (Rev.), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention.",Costa Rica,United States of America
2017,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CR,US,,8.67,,sawn wood,m3,T,A,Commercial,"Plants that are artificially propagated in accordance with Resolution Conf. 11.11 (Rev. CoP15), as well as parts and derivatives thereof, exported under the provisions of Article VII, paragraph 5, of the Convention (specimens of species included in Appendix I that have been propagated artificially for non-commercial purposes and specimens of species included in Appendices II and III).",Costa Rica,United States of America
2017,II,Dalbergia latifolia,,Fabales,Leguminosae,Dalbergia,CR,US,,4.0,,wood product,,T,O,Commercial,Pre-Convention specimens,Costa Rica,United States of America
2017,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CR,US,,2.0,,wood product,,T,O,Commercial,Pre-Convention specimens,Costa Rica,United States of America
