Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2015,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,MC,ZZ,,1,,bodies,,L,I
2015,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,NL,BQ,,,250,bodies,,S,W
2015,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,NL,BQ,,,1100,specimens,,S,W
2015,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,BM,,3,3,specimens,,S,W
2015,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,BS,,,50,specimens,,S,W
2015,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,CL,,14,,specimens,,S,W
2015,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,FR,,,9,bones,,S,W
2015,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,FR,,9,50,specimens,,S,W
2015,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,GB,XX,1,,carapaces,,T,O
2015,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,TW,,9,,skin pieces,,S,W
2015,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,ZZ,,2,,bodies,,S,W
2015,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,ZZ,,24,,specimens,,S,W
2015,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,XX,CL,,,14,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,AU,NZ,XX,,1,carapaces,,P,O
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,AU,QA,,,62,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,BB,GP,,120,,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,CH,AU,,75,,specimens,ml,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,CN,GB,XX,,2,carvings,,T,O
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,CN,KR,CN,1,,skeletons,,Q,O
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,CN,KR,CN,2,,specimens,,Q,O
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,FR,FR,FR,1,1,carapaces,,P,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,FR,FR,FR,60,,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,FR,FR,,200,260,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,KY,,,600,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,US,XX,,1,shells,,T,O
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,HK,US,XX,,1,shells,,T,O
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,HK,XV,,2,,carvings,,,
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,JE,NL,XX,1,,carvings,,P,O
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,NL,BQ,,,60,bodies,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,NL,BQ,,,1235,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,OM,AE,,,1,skulls,,E,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,PT,ST,,53,53,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,SG,GB,XX,3,4,carvings,,Q,O
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,SG,GB,XX,1,,skulls,,Q,O
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,AU,,233,,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,BB,,5,,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,BM,,706,706,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,BS,,,400,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,CK,,5,,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,CL,,8,,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,CR,,50,50,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,DM,,2,,meat,kg,P,I
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,FJ,,11,,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,FR,,,6,bones,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,FR,,,0.049,specimens,g,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,FR,,,0.04,specimens,kg,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,FR,,,1,specimens,ml,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,FR,,6,29,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,GB,XX,1,,shells,,T,O
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,GD,XX,2,,meat,kg,P,I
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,HT,XX,1,,carapaces,,P,I
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,HT,XX,3,,shells,,P,I
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,JM,XX,1,,shells,,P,I
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,KY,,20,,specimens,,S,C
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,KY,,515,1000,specimens,,S,F
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,MY,KM,1,,skulls,,P,I
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,NI,,8,,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,PA,,1,,specimens,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,PF,,89,,specimens,g,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,PF,,1,,specimens,ml,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,TO,XX,1,,carapaces,,P,I
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,TW,,78,,skin pieces,,S,W
2015,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,XX,CL,,,8,specimens,,S,W
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,AE,CH,XX,,3,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,AE,GB,XX,,1,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,AT,TW,XX,2,,carvings,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,AU,GB,XX,,2,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,AU,SG,XX,,1,bodies,,P,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,BE,KR,XX,1,,carvings,,E,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,BR,GB,XX,,1,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CA,BE,XX,,1,carvings,,P,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CA,DE,XX,,1,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CA,DE,,1,,shells,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,CN,XX,9,3,carvings,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,CN,XX,,6,jewellery,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,CN,,,2,carvings,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,DE,PG,1,1,carvings,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,FR,XX,29,30,carvings,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,FR,XX,3,1,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,GB,XX,2,2,carvings,,P,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,GB,XX,5,4,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,US,XX,,1,shells,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CL,US,XX,,1,shells,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CN,CH,XX,4,,carvings,,E,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CN,CH,XX,,11,carvings,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CN,CH,XX,5,,jewellery,,E,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CN,CH,,2,,carvings,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CN,DE,XX,,2,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CN,FR,FR,,1,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CN,FR,XX,,5,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CN,GB,XX,,45,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,DE,CH,XX,2,3,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,CH,PG,1,1,carvings,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,CH,XX,4,3,carvings,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,CH,XX,6,8,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,MC,XX,1,,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,MC,XX,,1,derivatives,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,RU,XX,1,,carvings,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,CH,XX,1,6,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,GG,XX,,1,carvings,,P,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,GI,,1,,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,JE,XX,,1,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,JE,,1,,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,US,XX,,1,shells,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,HK,CH,XX,,1,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,HK,XV,,162,,carvings,,,
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,IL,NL,XX,,1,carvings,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,JP,GB,,3,,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,KR,AT,XX,,3,carvings,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,KR,US,XX,1,1,shells,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,KR,XX,,4,,carvings,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,MC,FR,XX,,1,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,MX,CL,,1,,carvings,,E,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,NL,CH,XX,,1,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,NL,IL,XX,1,,carvings,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,QA,FR,XX,,1,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,RO,CH,XX,,1,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,RU,HK,FR,,1,carvings,,,
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,SG,FR,XX,6,6,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,SG,GB,XX,,1,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,SG,GB,XX,2,,shells,,P,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,TW,AT,XX,,2,carvings,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,TW,GB,XX,,1,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,AT,XX,1,,shells,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,CN,XX,8,,shells,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,DO,XX,2,,meat,kg,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,DO,XX,4,,medicine,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FJ,,3,,shells,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FM,XX,83,,jewellery,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FM,XX,65,,shells,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FM,,21,,jewellery,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FM,,6,,shells,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FM,,1,,skulls,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FR,XX,2,,shells,,T,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,,10,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,1,,leather products (small),,T,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,1,,scales,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,1,,shells,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,1,,shells,,P,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,1,,shells,,Q,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,2,,shells,,T,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,3,,shells,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,HN,XX,7,,eggs,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,HN,XX,2.26,,meat,kg,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,HN,XX,3,,scales,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,HN,,42,,eggs,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,HT,NI,1,,meat,kg,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,HT,XX,1,,meat,kg,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,HT,XX,1,,shells,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,JM,XX,2,,jewellery,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,JM,,1,,jewellery,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,KR,PH,1,,bodies,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,KR,XX,,1,shells,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,KY,,2,,meat,kg,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,XX,1,,bodies,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,XX,10,,leather products (small),,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,XX,120,,medicine,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,XX,998,,oil,ml,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,XX,9,,shells,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,XX,1,,shells,,Q,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,,1,,bone pieces,,T,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,,,1,carvings,,E,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,,2,,leather products (small),,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,,1,,oil,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,,1,,shells,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,NI,XX,8.82,,meat,kg,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,NI,,2,,meat,kg,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PE,,54,,eggs,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PT,XX,,1,carvings,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PT,XX,1,,shells,,T,O
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PW,FM,1,,jewellery,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PW,XX,10,,jewellery,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PW,XX,4,,leather products (small),,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PW,,1,,jewellery,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PW,,1,,leather products (small),,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PW,,1,,shells,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,SB,XX,1,,leather products (small),,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,SV,XX,18,,eggs,,T,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,TO,XX,3,,jewellery,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,TO,,17,,jewellery,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,TO,,1,,shells,,P,I
2015,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,XX,,5,,meat,kg,P,I
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AE,GB,XX,,1,carvings,,T,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AU,GB,XX,,4,carvings,,Q,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AU,NZ,AU,,1,bodies,,P,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AU,QA,,,52,specimens,,S,W
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,BB,FR,,,100,specimens,,S,W
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,BB,GP,,200,,specimens,,S,W
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CA,CH,XX,,2,carvings,,T,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CA,GB,,1,,shells,,Q,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CH,FR,XX,7,7.5,carvings,,T,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CH,GB,XX,3,3,carvings,,T,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CH,US,XX,8,,carvings,,T,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CH,US,XX,,9,shells,,T,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CN,FR,XX,,2.333333333,carvings,,T,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CN,GB,XX,,3,carvings,,T,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CN,KR,CN,4,,specimens,,Q,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CO,MX,XX,,6,carvings,,E,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CU,ES,XX,,1,carvings,,P,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,CH,XX,3.5,1,carvings,,T,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,CH,XX,,1,derivatives,,T,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,CH,XX,1,,scales,,T,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,FR,FR,60,,specimens,,S,W
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,FR,,40,100,specimens,,S,W
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,JP,,,9,carvings,,Q,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,KR,XX,3,3,carvings,,Q,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,CH,XX,8,9,carvings,,T,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,GG,XX,,2,carvings,,T,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,GI,,1,,carvings,,T,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,US,XX,,1,bodies,,P,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,US,XX,60,,carvings,,Q,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,US,XX,1,,carvings,,T,O
2015,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,US,XX,,1,shells,,P,O
