Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,CH,FR,XX,1,,carvings,,T,O
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,CN,KR,XX,,6,specimens,,Q,O
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,CO,SR,,,2400,specimens,ml,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,CO,SR,,,14,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,DE,BR,,,25,skins,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,DE,US,XX,,11,shells,,Q,O
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,FR,FR,,1,1,carapaces,,P,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,CA,XX,1,1,carvings,,T,O
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,KY,,,500,specimens,,S,F
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,KY,,1000,1000,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,US,XX,1,,carvings,,T,O
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,US,XX,,1,scales,,T,O
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,NZ,TO,,1,,carapaces,,P,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,AU,,877,,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,BM,,386,386,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,BR,,,70,bodies,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,BS,,256,600,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,CR,,132,832,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,DE,XX,11,,shells,,Q,O
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,FR,,,859,specimens,g,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,GH,,5,5,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,GM,,1,,carapaces,,P,I
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,HK,TW,,18,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,HK,XX,,15,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,HT,,1,,carapaces,,P,I
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,KY,,,880,specimens,,S,F
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,LY,XX,1,,shells,,P,I
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,MX,,2,,leather products (small),,P,I
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,NC,,500,,specimens,g,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,NI,,3,5,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,PF,,2,,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,SR,,136,,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,SR,,320,,specimens,,Z,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,SV,,19,,specimens,,S,I
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,SV,,33,,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,TO,,1,,carapaces,,P,I
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,VE,,,300,specimens,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,ZZ,,7,,bodies,,S,W
2014,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,ZZ,,9,,specimens,,S,W
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,AT,LI,XX,1,,carvings,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,AU,GB,XX,,1,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,AU,LS,,,5,bodies,,,
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,AU,SG,XX,,1,shells,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,BE,KR,XX,,2,carvings,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CA,GB,XX,,2,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,DE,XX,1,1,bodies,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,DE,XX,3,3,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,DE,XX,2,,derivatives,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,FR,MO,,15.5,carvings,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,FR,MO,,6,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,FR,XX,15,,carvings,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,FR,XX,6,,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,GB,XX,4,4,carvings,,P,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,GB,XX,3,1,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,IT,XX,1,1,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,NL,DE,1,,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,NL,XX,,1,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CL,US,,1,,derivatives,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CN,FR,MO,,16.5,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CN,GB,XX,,32,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CN,GB,XX,,2,carvings,,T,U
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CN,PT,XX,,2,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CN,US,XX,,1,shells,,Q,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,DE,CH,XX,1,,bodies,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,DE,CH,XX,14,13,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,DE,CH,XX,,1,derivatives,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,DE,CN,XX,1,,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,CA,MO,2,,carvings,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,CA,MO,1,,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,CA,XX,,1,carapaces,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,CA,XX,,4,carvings,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,CH,MO,3.5,,carvings,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,CH,MO,5,,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,CH,XX,,1,carvings,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,CH,XX,,9,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,CN,MO,15.5,,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,FR,,50,50,specimens,kg,S,W
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,AU,,,1,carvings,,P,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,AU,,,1,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,CH,XX,,1,carapaces,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,CH,XX,1,,carvings,,P,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,CH,XX,12,16,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,FR,MO,,12,carvings,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,SG,XX,2,,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,SG,XX,,2,shells,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,US,XX,,2,shells,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,US,XX,,1,shells,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,HK,AT,XX,,2,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,HK,CH,XX,,3,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,HK,GB,XX,8,,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,HK,XV,,58,,carvings,,,
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,HK,XV,,3,,leather products (small),,,
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,JP,GB,XX,,2,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,JP,GB,,1,,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,KR,BE,XX,,1,carvings,,E,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,KR,BE,XX,1,,carvings,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,PE,PT,XX,,1,carapaces,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,RU,BE,XX,,161,carvings,kg,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,RU,CH,XX,,1,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,RU,GB,XX,,2,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,SA,GB,XX,,2,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,SG,FR,MO,,4,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,SG,FR,XX,3,,shells,,P,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,SG,FR,XX,2,,shells,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,SG,GB,XX,,2,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,SG,GB,XX,1,,shells,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,TW,FR,MO,,1,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,TW,GB,XX,,6,carvings,,P,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,TW,GB,XX,,4,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,BE,XX,,1,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,BE,XX,5,,shells,,T,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,BR,XX,1,,shells,,P,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,CH,XX,,1,carapaces,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,CH,XX,1,,shells,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,CO,,1,,meat,kg,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,CR,,1,,meat,kg,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,DE,XX,,11,carvings,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,DO,XX,1,,shells,,T,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FM,,7,,carvings,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FM,,17,,shells,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FR,MO,,1,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FR,XX,1,,leather products (small),,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FR,XX,8,,shells,,T,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,,1,carvings,,P,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,,8,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,,2,carvings,,T,U
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,1,,leather products (small),,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,2,,shells,,Q,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,8,,shells,,T,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,8.5,,shells,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GD,,1,,meat,kg,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,HN,XX,40,,eggs,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,HN,XX,13.11,,meat,kg,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,JM,,454,,meat,g,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,JP,XX,580,,meat,g,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,KI,,1,,carapaces,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,KI,,1,,skulls,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,KY,,454,,meat,g,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,KY,,2,,meat,kg,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MH,,1,,carapaces,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MH,,4,,carvings,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MH,,2,,scales,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MH,,7,,shells,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MH,,2,,skulls,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,XX,2,,leather products (small),,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,,9,,leather products (small),,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,,120,,medicine,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,,1,,shells,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,,4,,skin pieces,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,,1,,skulls,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,NI,XX,60,,eggs,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,NI,XX,29,,eggs,,T,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,NI,XX,16.21,,meat,kg,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,NI,XX,3.5,,meat,kg,T,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,NI,,10,,meat,kg,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PA,XX,1,,meat,kg,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PA,XX,1,,oil,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PT,US,,1,carvings,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PT,XX,,1,carapaces,,T,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PW,,25,,carvings,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,SV,,3,,eggs,,T,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,SV,,20,,eggs (live),,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,TW,XX,12,,shells,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,XX,,20,,eggs,,P,I
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,XV,HK,XX,,26,carvings,,,
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,XX,DE,XX,,3,carvings,,P,O
2014,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,ZA,LS,,,2,bodies,,,
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AE,FR,MO,,0.5,carvings,,Q,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AE,GB,XX,,2,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AU,NZ,XX,,2,carapaces,,P,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AU,NZ,,,5.9,specimens,cm3,S,W
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AU,NZ,,15,,specimens,,S,W
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AU,US,XX,,1,shells,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,BB,GP,,100,,specimens,,S,W
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,BE,CH,XX,,7,carvings,,P,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,BE,US,XX,1,,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,BE,US,XX,,1,shells,,P,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,BE,US,XX,,1,shells,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CA,US,XX,,7,shells,,Q,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CH,BE,XX,1,,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CH,BE,XX,,1,scales,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CH,FR,MO,,0.5,carvings,,Q,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CH,FR,MO,,1,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CH,FR,XX,1,,carvings,,Q,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CH,FR,XX,3,,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CH,GB,XX,1,,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CH,US,XX,1,,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CH,US,XX,,1,shells,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CL,FR,MO,,1,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CN,FR,FR,,1,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CN,FR,MO,,8.5,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CN,GB,XX,,2,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CN,GB,,,1,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CN,KR,XX,,8,specimens,,Q,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CN,US,XX,,8,shells,,Q,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CU,ES,XX,,14,carvings,,P,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CU,ES,,14,,carvings,,P,W
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,CH,MO,0.5,,carvings,,Q,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,CH,MO,2,,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,CH,XX,,1,carvings,,Q,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,CH,XX,,5,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,KZ,MO,3.5,,carvings,,Q,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,US,MO,2,,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,US,XX,,2,shells,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,VN,,2,2,carvings,,Q,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,US,XX,,6,shells,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,UY,,,2,carvings,,T,O
2014,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,HK,FR,XX,1,,shells,,T,O
